caseid,startdate
20189000037,2018/09
20189000033,2018/09
20189000032,2018/09
20189000029,2018/09
20189000028,2018/09
20189000027,2018/09
20189000022,2018/09
20189000012,2018/09
20189000001,2018/09
20188011077,2018/08
20188011076,2018/08
20188011074,2018/08
20188011072,2018/08
20188011070,2018/08
20188011069,2018/08
20188011065,2018/08
20188011064,2018/08
20188011063,2018/08
20188011062,2018/08
20188011059,2018/08
20188011058,2018/08
20188011057,2018/08
20188011055,2018/08
20188011054,2018/08
20188011050,2018/08
20188011049,2018/08
20188011048,2018/08
20188011045,2018/08
20188011043,2018/08
20188011041,2018/08
20188011039,2018/08
20188011036,2018/08
20188011035,2018/08
20188011034,2018/08
20188011033,2018/08
20188011032,2018/08
20188011029,2018/08
20188011027,2018/08
20188011026,2018/08
20188011024,2018/08
20188011022,2018/08
20188011020,2018/08
20188011018,2018/08
20188011013,2018/08
20188011012,2018/08
20188011011,2018/08
20188011010,2018/08
20188011009,2018/08
20188011008,2018/08
20188011007,2018/08
20188011004,2018/08
20188011000,2018/08
20188010998,2018/08
20188010996,2018/08
20188010995,2018/08
20188010992,2018/08
20188010989,2018/08
20188010987,2018/08
20188010983,2018/09
20188010974,2018/08
20188010972,2018/08
20188010968,2018/08
20188010965,2018/08
20188010960,2018/08
20188010957,2018/08
20188010955,2018/08
20188010953,2018/08
20188010951,2018/08
20188010950,2018/11
20188010947,2018/08
20188010941,2018/08
20188010938,2018/09
20188010937,2018/08
20188010936,2018/08
20188010935,2018/08
20188010934,2018/08
20188010933,2018/08
20188010932,2018/08
20188010930,2018/08
20188010929,2018/08
20188010928,2018/08
20188010926,2018/08
20188010925,2018/08
20188010924,2018/08
20188010922,2018/08
20188010921,2018/08
20188010920,2018/08
20188010919,2018/08
20188010916,2018/08
20188010915,2018/08
20188010914,2018/08
20188010913,2018/08
20188010912,2018/08
20188010909,2018/08
20188010907,2018/08
20188010906,2018/08
20188010905,2018/08
20188010904,2018/08
20188010902,2018/08
20188010901,2018/08
20188010898,2018/08
20188010897,2018/08
20188010896,2018/08
20188010895,2018/08
20188010894,2018/08
20188010891,2018/08
20188010890,2018/08
20188010885,2018/08
20188010884,2018/08
20188010883,2018/08
20188010881,2018/08
20188010876,2018/08
20188010875,2018/08
20188010873,2018/08
20188010872,2018/08
20188010871,2018/08
20188010870,2018/08
20188010866,2018/08
20188010865,2018/08
20188010862,2018/08
20188010861,2018/08
20188010856,2018/08
20188010854,2018/08
20188010852,2018/08
20188010850,2018/08
20188010849,2018/08
20188010847,2018/08
20188010845,2018/08
20188010842,2018/08
20188010841,2018/08
20188010840,2018/08
20188010838,2018/08
20188010837,2018/08
20188010836,2018/08
20188010833,2018/08
20188010831,2018/08
20188010828,2018/08
20188010825,2018/08
20188010824,2018/08
20188010823,2018/08
20188010813,2018/08
20188010812,2018/08
20188010809,2018/08
20188010807,2018/08
20188010801,2018/08
20188010800,2018/08
20188010796,2018/08
20188010795,2018/08
20188010794,2018/08
20188010792,2018/08
20188010789,2018/08
20188010787,2018/08
20188010786,2018/08
20188010785,2018/08
20188010784,2018/08
20188010782,2018/08
20188010780,2018/08
20188010778,2018/08
20188010776,2018/08
20188010773,2018/08
20188010769,2018/08
20188010766,2018/08
20188010759,2018/09
20188010755,2018/08
20188010752,2018/08
20188010750,2018/08
20188010748,2018/08
20188010746,2018/08
20188010744,2018/08
20188010742,2018/08
20188010740,2018/08
20188010739,2018/08
20188010738,2018/08
20188010724,2018/08
20188010721,2018/08
20188010717,2018/08
20188010707,2018/08
20188010705,2018/08
20188010703,2018/08
20188010702,2018/08
20188010700,2018/08
20188010699,2018/08
20188010698,2018/08
20188010694,2018/08
20188010689,2018/08
20188010687,2018/08
20188010686,2018/08
20188010684,2018/08
20188010683,2018/08
20188010678,2018/08
20188010673,2018/08
20188010670,2018/08
20188010669,2018/08
20188010667,2018/08
20188010666,2018/08
20188010664,2018/08
20188010662,2018/08
20188010660,2018/08
20188010658,2018/08
20188010654,2018/08
20188010653,2018/08
20188010651,2018/08
20188010648,2018/08
20188010647,2018/08
20188010646,2018/08
20188010644,2018/08
20188010639,2018/08
20188010638,2018/08
20188010637,2018/08
20188010636,2018/08
20188010634,2018/08
20188010633,2018/08
20188010629,2018/09
20188010628,2018/08
20188010625,2018/08
20188010617,2018/08
20188010612,2018/09
20188010610,2018/08
20188010609,2018/08
20188010608,2018/08
20188010606,2018/08
20188010601,2018/08
20188010600,2018/08
20188010591,2018/08
20188010589,2018/08
20188010585,2018/08
20188010584,2018/08
20188010575,2018/08
20188010567,2018/08
20188010565,2018/08
20188010562,2018/08
20188010558,2018/08
20188010557,2018/08
20188010548,2018/08
20188010547,2018/08
20188010545,2018/08
20188010543,2018/08
20188010541,2018/08
20188010539,2018/08
20188010536,2018/08
20188010535,2018/08
20188010532,2018/08
20188010529,2018/08
20188010524,2018/08
20188010525,2018/08
20188010522,2018/08
20188010519,2018/08
20188010513,2018/08
20188010512,2018/08
20188010511,2018/08
20188010508,2018/08
20188010507,2018/08
20188010505,2018/08
20188010503,2018/08
20188010502,2018/08
20188010501,2018/08
20188010499,2018/08
20188010498,2018/08
20188010495,2018/08
20188010494,2018/08
20188010493,2018/08
20188010492,2018/08
20188010490,2018/08
20188010489,2018/08
20188010486,2018/08
20188010484,2018/08
20188010480,2018/08
20188010478,2018/08
20188010475,2018/08
20188010474,2018/08
20188010470,2018/08
20188010469,2018/08
20188010468,2018/08
20188010467,2018/08
20188010461,2018/08
20188010456,2018/08
20188010453,2018/08
20188010450,2018/08
20188010446,2018/08
20188010441,2018/08
20188010439,2018/08
20188010432,2018/08
20188010431,2018/08
20188010423,2018/08
20188010421,2018/08
20188010418,2018/08
20188010408,2018/08
20188010403,2018/08
20188010400,2018/08
20188010397,2018/08
20188010394,2018/08
20188010392,2018/08
20188010391,2018/08
20188010389,2018/08
20188010388,2018/08
20188010386,2018/08
20188010385,2018/08
20188010384,2018/08
20188010382,2018/08
20188010383,2018/08
20188010381,2018/08
20188010377,2018/08
20188010376,2018/08
20188010374,2018/08
20188010372,2018/08
20188010368,2018/08
20188010366,2018/08
20188010365,2018/08
20188010362,2018/10
20188010358,2018/08
20188010355,2018/08
20188010353,2018/08
20188010351,2018/08
20188010347,2018/10
20188010345,2018/08
20188010344,2018/08
20188010342,2018/08
20188010337,2018/08
20188010336,2018/08
20188010330,2018/08
20188010326,2018/08
20188010325,2018/08
20188010324,2018/08
20188010320,2018/08
20188010317,2018/08
20188010312,2018/08
20188010311,2018/08
20188010308,2018/08
20188010307,2018/08
20188010305,2018/08
20188010301,2018/08
20188010299,2018/08
20188010298,2018/08
20188010291,2018/08
20188010290,2018/08
20188010287,2018/08
20188010281,2018/08
20188010280,2018/09
20188010278,2018/08
20188010277,2018/08
20188010271,2018/08
20188010273,2018/08
20188010270,2018/08
20188010267,2018/08
20188010264,2018/08
20188010263,2018/08
20188010254,2018/08
20188010253,2018/08
20188010252,2018/08
20188010251,2018/08
20188010249,2018/08
20188010245,2018/08
20188010243,2018/08
20188010242,2018/08
20188010240,2018/08
20188010239,2018/08
20188010236,2018/08
20188010235,2018/08
20188010233,2018/08
20188010229,2018/08
20188010226,2018/08
20188010225,2018/08
20188010221,2018/08
20188010219,2018/08
20188010217,2018/08
20188010216,2018/08
20188010215,2018/08
20188010214,2018/08
20188010210,2018/08
20188010209,2018/08
20188010203,2018/08
20188010201,2018/08
20188010192,2018/08
20188010191,2018/08
20188010172,2018/08
20188010178,2018/08
20188010176,2018/08
20188010173,2018/08
20188010171,2018/08
20188010170,2018/08
20188010169,2018/08
20188010166,2018/08
20188010163,2018/08
20188010160,2018/08
20188010158,2018/08
20188010155,2018/08
20188010151,2018/08
20188010148,2018/08
20188010146,2018/08
20188010145,2018/08
20188010141,2018/08
20188010140,2018/08
20188010139,2018/08
20188010138,2018/08
20188010137,2018/08
20188010136,2018/08
20188010133,2018/08
20188010128,2018/08
20188010126,2018/08
20188010123,2018/08
20188010121,2018/08
20188010119,2018/08
20188010117,2018/08
20188010115,2018/08
20188010112,2018/08
20188010111,2018/10
20188010110,2018/08
20188010108,2018/08
20188010106,2018/08
20188010104,2018/08
20188010102,2018/08
20188010096,2018/09
20188010093,2018/08
20188010094,2018/08
20188010092,2018/08
20188010090,2018/08
20188010088,2018/08
20188010087,2018/08
20188010083,2018/08
20188010082,2018/08
20188010081,2018/08
20188010078,2018/08
20188010076,2018/08
20188010074,2018/08
20188010073,2018/08
20188010066,2018/08
20188010064,2018/08
20188010065,2018/08
20188010061,2018/08
20188010060,2018/08
20188010059,2018/08
20188010058,2018/08
20188010055,2018/08
20188010053,2018/08
20188010052,2018/08
20188010051,2018/08
20188010050,2018/08
20188010047,2018/08
20188010046,2018/08
20188010043,2018/09
20188010042,2018/08
20188010041,2018/08
20188010040,2018/08
20188010039,2018/08
20188010038,2018/08
20188010036,2018/08
20188010034,2018/08
20188010033,2018/08
20188010031,2018/08
20188010030,2018/08
20188010029,2018/08
20188010028,2018/08
20188010027,2018/08
20188010025,2018/08
20188010024,2018/08
20188010023,2018/08
20188010021,2018/08
20188010018,2018/08
20188010008,2018/08
20188010007,2018/08
20188010006,2018/08
20188010005,2018/08
20188010004,2018/08
20188010003,2018/08
20188010002,2018/08
20188010000,2018/08
20188009999,2018/08
20188009995,2018/08
20188009994,2018/08
20188009993,2018/08
20188009992,2018/08
20188009989,2018/08
20188009988,2018/08
20188009985,2018/08
20188009984,2018/08
20188009983,2018/08
20188009982,2018/08
20188009981,2018/08
20188009980,2018/08
20188009979,2018/08
20188009976,2018/08
20188009975,2018/08
20188009971,2018/08
20188009969,2018/08
20188009968,2018/08
20188009965,2018/08
20188009963,2018/08
20188009959,2018/08
20188009956,2018/08
20188009953,2018/08
20188009949,2018/08
20188009948,2018/08
20188009947,2018/08
20188009943,2018/08
20188009942,2018/08
20188009938,2018/08
20188009936,2018/08
20188009933,2018/08
20188009928,2018/08
20188009909,2018/08
20188009859,2018/08
20188009858,2018/08
20188009855,2018/08
20188009854,2018/08
20188009843,2018/08
20188009842,2018/08
20188009840,2018/08
20188009836,2018/08
20188009832,2018/08
20188009828,2018/08
20188009825,2018/08
20188009824,2018/08
20188009817,2018/08
20188009819,2018/08
20188009815,2018/08
20188009814,2018/08
20188009813,2018/08
20188009808,2018/08
20188009807,2018/08
20188009799,2018/08
20188009805,2018/08
20188009796,2018/08
20188009795,2018/08
20188009793,2018/08
20188009790,2018/08
20188009780,2018/08
20188009779,2018/08
20188009777,2018/08
20188009775,2018/08
20188009773,2018/08
20188009772,2018/08
20188009770,2018/08
20188009767,2018/08
20188009748,2018/08
20188009744,2018/10
20188009742,2018/08
20188009740,2018/08
20188009737,2018/08
20188009733,2018/08
20188009732,2018/08
20188009729,2018/08
20188009721,2018/08
20188009718,2018/08
20188009716,2018/08
20188009713,2018/08
20188009709,2018/08
20188009708,2018/08
20188009707,2018/08
20188009704,2018/08
20188009703,2018/08
20188009694,2018/08
20188009693,2018/08
20188009692,2018/08
20188009690,2018/08
20188009689,2018/08
20188009685,2018/08
20188009684,2018/08
20188009681,2018/08
20188009679,2018/08
20188009678,2018/08
20188009675,2018/08
20188009673,2018/08
20188009672,2018/08
20188009671,2018/08
20188009666,2018/08
20188009668,2018/08
20188009665,2018/08
20188009663,2018/08
20188009661,2018/08
20188009660,2018/08
20188009659,2018/08
20188009658,2018/08
20188009657,2018/08
20188009654,2018/08
20188009650,2018/08
20188009648,2018/08
20188009649,2018/08
20188009646,2018/08
20188009645,2018/08
20188009641,2018/08
20188009639,2018/08
20188009637,2018/08
20188009635,2018/08
20188009632,2018/08
20188009628,2018/08
20188009631,2018/08
20188009629,2018/08
20188009624,2018/08
20188009623,2018/08
20188009618,2018/09
20188009617,2018/08
20188009615,2018/08
20188009612,2018/08
20188009611,2018/08
20188009608,2018/08
20188009606,2018/08
20188009605,2018/08
20188009602,2018/08
20188009599,2018/08
20188009597,2018/08
20188009589,2018/08
20188009593,2018/08
20188009592,2018/08
20188009588,2018/08
20188009587,2018/08
20188009584,2018/08
20188009583,2018/08
20188009582,2018/08
20188009581,2018/08
20188009579,2018/08
20188009571,2018/08
20188009567,2018/08
20188009566,2018/08
20188009565,2018/08
20188009563,2018/08
20188009562,2018/08
20188009557,2018/08
20188009560,2018/09
20188009556,2018/08
20188009551,2018/08
20188009548,2018/08
20188009543,2018/08
20188009541,2018/08
20188009540,2018/08
20188009539,2018/08
20188009537,2018/08
20188009536,2018/08
20188009534,2018/08
20188009533,2018/08
20188009531,2018/08
20188009530,2018/08
20188009529,2018/08
20188009525,2018/08
20188009518,2018/08
20188009517,2018/08
20188009516,2018/08
20188009508,2018/08
20188009505,2018/08
20188009501,2018/08
20188009500,2018/08
20188009496,2018/08
20188009495,2018/08
20188009489,2018/08
20188009487,2018/08
20188009482,2018/08
20188009481,2018/08
20188009478,2018/08
20188009476,2018/08
20188009474,2018/08
20188009470,2018/08
20188009462,2018/08
20188009461,2018/08
20188009460,2018/08
20188009459,2018/08
20188009457,2018/08
20188009455,2018/08
20188009453,2018/08
20188009451,2018/08
20188009450,2018/08
20188009449,2018/08
20188009447,2018/08
20188009442,2018/08
20188009438,2018/08
20188009437,2018/08
20188009434,2018/08
20188009433,2018/08
20188009432,2018/08
20188009429,2018/09
20188009425,2018/08
20188009424,2018/08
20188009422,2018/08
20188009421,2018/08
20188009420,2018/08
20188009415,2018/08
20188009413,2018/08
20188009411,2018/08
20188009410,2018/08
20188009408,2018/08
20188009407,2018/08
20188009405,2018/08
20188009402,2018/08
20188009401,2018/08
20188009400,2018/08
20188009399,2018/08
20188009398,2018/08
20188009396,2018/08
20188009393,2018/08
20188009391,2018/08
20188009390,2018/08
20188009387,2018/08
20188009385,2018/08
20188009382,2018/08
20188009378,2018/08
20188009370,2018/08
20188009369,2018/08
20188009365,2018/08
20188009362,2018/08
20188009361,2018/08
20188009355,2018/08
20188009353,2018/08
20188009351,2018/08
20188009349,2018/08
20188009341,2018/08
20188009340,2018/08
20188009332,2018/08
20188009330,2018/08
20188009329,2018/08
20188009326,2018/08
20188009325,2018/08
20188009324,2018/08
20188009318,2018/08
20188009317,2018/08
20188009315,2018/10
20188009311,2018/08
20188009310,2018/08
20188009306,2018/08
20188009302,2018/08
20188009285,2018/08
20188009282,2018/08
20188009274,2018/08
20188009270,2018/08
20188009268,2018/08
20188009267,2018/08
20188009265,2018/08
20188009264,2018/08
20188009263,2018/08
20188009262,2018/08
20188009261,2018/08
20188009259,2018/08
20188009257,2018/08
20188009255,2018/09
20188009254,2018/08
20188009253,2018/08
20188009249,2018/08
20188009248,2018/08
20188009245,2018/08
20188009240,2018/08
20188009233,2018/08
20188009230,2018/08
20188009228,2018/08
20188009227,2018/08
20188009221,2018/08
20188009219,2018/08
20188009220,2018/08
20188009218,2018/08
20188009213,2018/08
20188009212,2018/08
20188009200,2018/08
20188009197,2018/08
20188009195,2018/08
20188009193,2018/08
20188009192,2018/10
20188009189,2018/08
20188009188,2018/08
20188009187,2018/08
20188009183,2018/08
20188009178,2018/08
20188009176,2018/08
20188009174,2018/08
20188009172,2018/08
20188009169,2018/08
20188009168,2018/08
20188009167,2018/08
20188009165,2018/08
20188009162,2018/08
20188009161,2018/08
20188009158,2018/08
20188009157,2018/08
20188009152,2018/08
20188009151,2018/08
20188009147,2018/08
20188009146,2018/08
20188009144,2018/08
20188009142,2018/08
20188009141,2018/08
20188009139,2018/08
20188009140,2018/08
20188009138,2018/08
20188009137,2018/08
20188009136,2018/09
20188009134,2018/08
20188009133,2018/08
20188009132,2018/08
20188009124,2018/08
20188009129,2018/08
20188009116,2018/08
20188009115,2018/08
20188009112,2018/08
20188009109,2018/08
20188009106,2018/08
20188009105,2018/08
20188009102,2018/08
20188009100,2018/08
20188009096,2018/08
20188009094,2018/08
20188009093,2018/08
20188009092,2018/08
20188009091,2018/08
20188009090,2018/08
20188009088,2018/08
20188009085,2018/08
20188009081,2018/08
20188009076,2018/08
20188009072,2018/08
20188009070,2018/08
20188009066,2018/08
20188009065,2018/08
20188009060,2018/08
20188009059,2018/08
20188009057,2018/08
20188009046,2018/08
20188009045,2018/08
20188009042,2018/08
20188009041,2018/08
20188009040,2018/08
20188009037,2018/08
20188009034,2018/08
20188009033,2018/08
20188009031,2018/08
20188009028,2018/08
20188009025,2018/08
20188009023,2018/09
20188009021,2018/08
20188009019,2018/08
20188009018,2018/08
20188009017,2018/08
20188009013,2018/08
20188009014,2018/08
20188009012,2018/08
20188009010,2018/08
20188009008,2018/08
20188009004,2018/08
20188009003,2018/08
20188009001,2018/08
20188009000,2018/08
20188008999,2018/08
20188008997,2018/08
20188008996,2018/08
20188008995,2018/08
20188008993,2018/08
20188008992,2018/08
20188008990,2018/08
20188008988,2018/08
20188008987,2018/08
20188008986,2018/08
20188008984,2018/08
20188008978,2018/08
20188008975,2018/08
20188008974,2018/08
20188008971,2018/08
20188008969,2018/08
20188008964,2018/08
20188008963,2018/10
20188008962,2018/08
20188008961,2018/08
20188008955,2018/08
20188008950,2018/08
20188008949,2018/08
20188008947,2018/08
20188008944,2018/08
20188008941,2018/08
20188008940,2018/08
20188008939,2018/08
20188008928,2018/08
20188008927,2018/08
20188008924,2018/08
20188008920,2018/08
20188008919,2018/08
20188008918,2018/08
20188008915,2018/08
20188008914,2018/08
20188008908,2018/08
20188008906,2018/08
20188008904,2018/08
20188008903,2018/08
20188008901,2018/08
20188008897,2018/08
20188008896,2018/08
20188008894,2018/08
20188008891,2018/08
20188008890,2018/08
20188008888,2018/08
20188008882,2018/08
20188008879,2018/08
20188008877,2018/08
20188008876,2018/08
20188008875,2018/08
20188008869,2018/08
20188008867,2018/08
20188008866,2018/08
20188008862,2018/08
20188008858,2018/08
20188008856,2018/08
20188008845,2018/08
20188008850,2018/08
20188008842,2018/08
20188008840,2018/08
20188008839,2018/08
20188008838,2018/08
20188008835,2018/08
20188008834,2018/09
20188008833,2018/08
20188008832,2018/08
20188008830,2018/08
20188008828,2018/08
20188008827,2018/08
20188008821,2018/08
20188008820,2018/08
20188008817,2018/08
20188008814,2018/08
20188008810,2018/08
20188008807,2018/08
20188008804,2018/08
20188008803,2018/08
20188008798,2018/08
20188008787,2018/08
20188008784,2018/08
20188008780,2018/08
20188008778,2018/08
20188008775,2018/08
20188008767,2018/08
20188008765,2018/08
20188008763,2018/08
20188008761,2018/08
20188008759,2018/08
20188008758,2018/08
20188008756,2018/08
20188008755,2018/08
20188008753,2018/08
20188008752,2018/08
20188008750,2018/08
20188008747,2018/08
20188008744,2018/08
20188008742,2018/08
20188008739,2018/08
20188008738,2018/08
20188008737,2018/08
20188008732,2018/08
20188008731,2018/08
20188008730,2018/08
20188008726,2018/08
20188008722,2018/08
20188008717,2018/08
20188008716,2018/08
20188008714,2018/08
20188008710,2018/08
20188008685,2018/08
20188008678,2018/08
20188008671,2018/08
20188008664,2018/08
20188008663,2018/08
20188008655,2018/08
20188008652,2018/08
20188008645,2018/08
20188008643,2018/08
20188008638,2018/08
20188008637,2018/08
20188008636,2018/08
20188008635,2018/08
20188008633,2018/08
20188008631,2018/08
20188008630,2018/08
20188008629,2018/08
20188008626,2018/08
20188008625,2018/08
20188008624,2018/08
20188008622,2018/08
20188008621,2018/08
20188008620,2018/08
20188008619,2018/08
20188008617,2018/08
20188008615,2018/08
20188008614,2018/08
20188008613,2018/08
20188008612,2018/08
20188008610,2018/08
20188008608,2018/08
20188008605,2018/08
20188008604,2018/08
20188008601,2018/08
20188008599,2018/08
20188008598,2018/08
20188008591,2018/08
20188008590,2018/08
20188008583,2018/08
20188008579,2018/08
20188008577,2018/08
20188008576,2018/08
20188008575,2018/08
20188008574,2018/08
20188008568,2018/08
20188008567,2018/08
20188008566,2018/08
20188008565,2018/08
20188008562,2018/08
20188008561,2018/08
20188008553,2018/08
20188008552,2018/08
20188008550,2018/08
20188008543,2018/08
20188008549,2018/08
20188008540,2018/08
20188008539,2018/08
20188008538,2018/08
20188008532,2018/08
20188008531,2018/08
20188008530,2018/08
20188008529,2018/08
20188008528,2018/08
20188008526,2018/08
20188008524,2018/08
20188008523,2018/08
20188008521,2018/08
20188008519,2018/08
20188008518,2018/08
20188008515,2018/08
20188008513,2018/08
20188008509,2018/08
20188008508,2018/08
20188008507,2018/08
20188008506,2018/08
20188008505,2018/08
20188008501,2018/08
20188008500,2018/08
20188008499,2018/08
20188008496,2018/08
20188008489,2018/08
20188008485,2018/08
20188008482,2018/08
20188008475,2018/08
20188008472,2018/08
20188008466,2018/08
20188008463,2018/08
20188008462,2018/08
20188008459,2018/08
20188008458,2018/08
20188008457,2018/08
20188008455,2018/08
20188008454,2018/08
20188008452,2018/08
20188008450,2018/08
20188008447,2018/08
20188008445,2018/08
20188008444,2018/08
20188008443,2018/08
20188008442,2018/08
20188008441,2018/08
20188008438,2018/08
20188008428,2018/08
20188008424,2018/08
20188008423,2018/08
20188008415,2018/08
20188008414,2018/08
20188008411,2018/08
20188008410,2018/08
20188008409,2018/08
20188008406,2018/08
20188008405,2018/08
20188008403,2018/08
20188008402,2018/08
20188008399,2018/08
20188008394,2018/08
20188008398,2018/08
20188008397,2018/08
20188008393,2018/08
20188008383,2018/08
20188008391,2018/08
20188008386,2018/08
20188008381,2018/08
20188008380,2018/08
20188008377,2018/08
20188008370,2018/08
20188008367,2018/08
20188008366,2018/08
20188008365,2018/08
20188008363,2018/08
20188008361,2018/08
20188008360,2018/08
20188008356,2018/08
20188008355,2018/08
20188008348,2018/08
20188008341,2018/08
20188008339,2018/08
20188008338,2018/08
20188008337,2018/08
20188008336,2018/08
20188008335,2018/08
20188008332,2018/08
20188008330,2018/08
20188008328,2018/08
20188008327,2018/08
20188008326,2018/08
20188008323,2018/08
20188008319,2018/08
20188008310,2018/08
20188008304,2018/08
20188008299,2018/08
20188008291,2018/08
20188008288,2018/08
20188008286,2018/08
20188008283,2018/08
20188008282,2018/08
20188008281,2018/08
20188008280,2018/08
20188008278,2018/08
20188008277,2018/08
20188008273,2018/08
20188008271,2018/08
20188008270,2018/08
20188008268,2018/08
20188008267,2018/08
20188008264,2018/08
20188008263,2018/08
20188008261,2018/08
20188008260,2018/08
20188008259,2018/08
20188008256,2018/08
20188008253,2018/08
20188008252,2018/08
20188008251,2018/08
20188008248,2018/08
20188008245,2018/08
20188008238,2018/08
20188008234,2018/08
20188008233,2018/08
20188008232,2018/08
20188008231,2018/08
20188008230,2018/08
20188008229,2018/08
20188008227,2018/08
20188008222,2018/08
20188008221,2018/08
20188008220,2018/08
20188008217,2018/08
20188008212,2018/08
20188008210,2018/08
20188008208,2018/08
20188008207,2018/08
20188008206,2018/08
20188008204,2018/08
20188008203,2018/08
20188008202,2018/08
20188008200,2018/08
20188008199,2018/08
20188008197,2018/08
20188008196,2018/08
20188008195,2018/08
20188008192,2018/08
20188008191,2018/08
20188008190,2018/08
20188008188,2018/08
20188008187,2018/08
20188008186,2018/08
20188008185,2018/08
20188008184,2018/08
20188008183,2018/08
20188008180,2018/08
20188008179,2018/08
20188008176,2018/08
20188008174,2018/08
20188008173,2018/08
20188008172,2018/08
20188008171,2018/08
20188008170,2018/08
20188008169,2018/08
20188008168,2018/08
20188008162,2018/08
20188008158,2018/08
20188008157,2018/08
20188008156,2018/08
20188008154,2018/08
20188008151,2018/08
20188008147,2018/08
20188008145,2018/08
20188008144,2018/08
20188008142,2018/08
20188008132,2018/08
20188008130,2018/08
20188008129,2018/08
20188008125,2018/08
20188008123,2018/08
20188008122,2018/08
20188008120,2018/08
20188008118,2018/08
20188008116,2018/08
20188008115,2018/08
20188008109,2018/08
20188008108,2018/08
20188008107,2018/08
20188008105,2018/08
20188008104,2018/08
20188008103,2018/08
20188008102,2018/08
20188008100,2018/08
20188008099,2018/08
20188008098,2018/08
20188008096,2018/08
20188008095,2018/08
20188008093,2018/08
20188008092,2018/08
20188008091,2018/08
20188008089,2018/08
20188008087,2018/08
20188008086,2018/08
20188008084,2018/08
20188008083,2018/08
20188008085,2018/08
20188008082,2018/08
20188008080,2018/08
20188008078,2018/08
20188008077,2018/08
20188008076,2018/08
20188008075,2018/08
20188008074,2018/08
20188008072,2018/08
20188008070,2018/08
20188008065,2018/08
20188008064,2018/08
20188008062,2018/08
20188008057,2018/08
20188008056,2018/08
20188008054,2018/08
20188008051,2018/08
20188008047,2018/08
20188008046,2018/08
20188008044,2018/08
20188008043,2018/08
20188008042,2018/08
20188008040,2018/08
20188008039,2018/08
20188008038,2018/08
20188008036,2018/08
20188008035,2018/08
20188008034,2018/08
20188008032,2018/08
20188008031,2018/08
20188008027,2018/08
20188008023,2018/08
20188008021,2018/08
20188008020,2018/08
20188008017,2018/08
20188008013,2018/08
20188008012,2018/09
20188008009,2018/08
20188008008,2018/08
20188008006,2018/08
20188008004,2018/08
20188008002,2018/08
20188008001,2018/08
20188008000,2018/08
20188007999,2018/08
20188007998,2018/08
20188007995,2018/08
20188007990,2018/08
20188007989,2018/08
20188007987,2018/08
20188007985,2018/08
20188007984,2018/08
20188007983,2018/08
20188007980,2018/08
20188007979,2018/08
20188007978,2018/08
20188007977,2018/08
20188007975,2018/08
20188007974,2018/08
20188007973,2018/08
20188007969,2018/08
20188007968,2018/08
20188007964,2018/08
20188007963,2018/08
20188007961,2018/08
20188007960,2018/08
20188007959,2018/08
20188007956,2018/08
20188007953,2018/08
20188007951,2018/08
20188007948,2018/08
20188007947,2018/08
20188007945,2018/08
20188007939,2018/08
20188007943,2018/08
20188007944,2018/08
20188007936,2018/08
20188007927,2018/08
20188007923,2018/08
20188007920,2018/08
20188007919,2018/08
20188007917,2018/08
20188007915,2018/08
20188007914,2018/08
20188007911,2018/08
20188007908,2018/08
20188007907,2018/08
20188007906,2018/08
20188007899,2018/08
20188007898,2018/08
20188007896,2018/08
20188007894,2018/08
20188007890,2018/08
20188007887,2018/08
20188007879,2018/08
20188007881,2018/08
20188007877,2018/08
20188007875,2018/08
20188007861,2018/08
20188007856,2018/08
20188007829,2018/08
20188007825,2018/08
20188007824,2018/08
20188007822,2018/08
20188007820,2018/08
20188007818,2018/08
20188007816,2018/08
20188007815,2018/08
20188007813,2018/08
20188007810,2018/08
20188007812,2018/08
20188007809,2018/08
20188007808,2018/08
20188007806,2018/08
20188007801,2018/08
20188007800,2018/08
20188007799,2018/08
20188007798,2018/08
20188007790,2018/08
20188007789,2018/08
20188007788,2018/08
20188007787,2018/08
20188007785,2018/08
20188007783,2018/08
20188007779,2018/08
20188007778,2018/08
20188007776,2018/08
20188007775,2018/08
20188007772,2018/08
20188007771,2018/09
20188007768,2018/08
20188007766,2018/08
20188007764,2018/08
20188007762,2018/08
20188007760,2018/08
20188007759,2018/08
20188007756,2018/08
20188007751,2018/08
20188007750,2018/08
20188007748,2018/08
20188007742,2018/08
20188007745,2018/08
20188007740,2018/08
20188007739,2018/08
20188007735,2018/08
20188007728,2018/08
20188007726,2018/08
20188007721,2018/08
20188007719,2018/08
20188007717,2018/08
20188007715,2018/08
20188007714,2018/08
20188007712,2018/08
20188007711,2018/08
20188007706,2018/08
20188007705,2018/08
20188007703,2018/08
20188007702,2018/08
20188007699,2018/08
20188007697,2018/08
20188007692,2018/08
20188007691,2018/08
20188007689,2018/08
20188007688,2018/08
20188007687,2018/08
20188007686,2018/08
20188007685,2018/08
20188007683,2018/08
20188007679,2018/08
20188007674,2018/10
20188007672,2018/08
20188007671,2018/08
20188007669,2018/08
20188007667,2018/08
20188007665,2018/08
20188007656,2018/08
20188007655,2018/08
20188007652,2018/08
20188007651,2018/08
20188007650,2018/08
20188007649,2018/08
20188007648,2018/08
20188007647,2018/08
20188007646,2018/08
20188007644,2018/08
20188007643,2018/08
20188007642,2018/08
20188007641,2018/08
20188007640,2018/08
20188007637,2018/08
20188007635,2018/08
20188007636,2018/08
20188007633,2018/08
