caseid,closure_type,closure_reason
20189008836,Client Recess,1 - Client lost
20189008833,Client Recess,1 - Client lost
20189008832,Inheritance,
20189008826,Client Recess,2 - Keep bank account. Same dip
20189008824,Client Recess,2 - Keep bank account. Same dip
20189008821,Client Recess,1 - Client lost
20189008820,Client Recess,1 - Client lost
20189008819,Client Recess,1 - Client lost
20189008816,Client Recess,1 - Client lost
20189008813,Client Recess,2 - Keep bank account. Same dip
20189008812,Bank Recess,1 - Client lost
20189008810,Bank Recess,1 - Client lost
20189008808,Client Recess,1 - Client lost
20189008806,Client Recess,1 - Client lost
20189008803,Client Recess,2 - Keep bank account. Same dip
20189008800,Client Recess,1 - Client lost
20189008799,Bank Recess,1 - Client lost
20189008798,Client Recess,2 - Keep bank account. Same dip
20189008797,Client Recess,1 - Client lost
20189008795,Client Recess,1 - Client lost
20189008794,Client Recess,1 - Client lost
20189008793,Porting,
20189008792,Inheritance,
20189008787,Client Recess,1 - Client lost
20189008782,Client Recess,1 - Client lost
20189008785,Inheritance,
20189008779,Inheritance,
20189008780,Client Recess,2 - Keep bank account. Same dip
20189008778,Bank Recess,1 - Client lost
20189008777,Client Recess,1 - Client lost
20189008776,Inheritance,
20189008771,Client Recess,1 - Client lost
20189008769,Client Recess,1 - Client lost
20189008768,Client Recess,1 - Client lost
20189008767,Client Recess,7 - Keep other relationships. Same dip
20189008754,Porting,
20189008751,Bank Recess,1 - Client lost
20189008750,Inheritance,
20189008749,Inheritance,
20189008747,Bank Recess,1 - Client lost
20189008746,Client Recess,1 - Client lost
20189008744,Inheritance,
20189008743,Client Recess,1 - Client lost
20189008741,Client Recess,2 - Keep bank account. Same dip
20189008739,Client Recess,1 - Client lost
20189008738,Bank Recess,1 - Client lost
20189008726,Client Recess,2 - Keep bank account. Same dip
20189008724,Client Recess,4 - Open new bank account. Same dip
20189008723,Client Recess,1 - Client lost
20189008722,Client Recess,2 - Keep bank account. Same dip
20189008721,Bank Recess,1 - Client lost
20189008720,Client Recess,2 - Keep bank account. Same dip
20189008718,Bank Recess,1 - Client lost
20189008717,Client Recess,1 - Client lost
20189008714,Client Recess,2 - Keep bank account. Same dip
20189008713,Client Recess,1 - Client lost
20189008712,Porting,
20189008709,Client Recess,1 - Client lost
20189008707,Client Recess,1 - Client lost
20189008706,Client Recess,2 - Keep bank account. Same dip
20189008704,Client Recess,2 - Keep bank account. Same dip
20189008702,Client Recess,1 - Client lost
20189008701,Porting,
20189008700,Bank Recess,1 - Client lost
20189008697,Client Recess,1 - Client lost
20189008693,Client Recess,7 - Keep other relationships. Same dip
20189008690,Client Recess,2 - Keep bank account. Same dip
20189008689,Client Recess,1 - Client lost
20189008688,Client Recess,2 - Keep bank account. Same dip
20189008686,Client Recess,7 - Keep other relationships. Same dip
20189008684,Client Recess,2 - Keep bank account. Same dip
20189008683,Client Recess,3 - Keep bank account. Different dip
20189008681,Client Recess,1 - Client lost
20189008668,Client Recess,2 - Keep bank account. Same dip
20189008673,Client Recess,1 - Client lost
20189008667,Client Recess,1 - Client lost
20189008666,Client Recess,1 - Client lost
20189008664,Client Recess,2 - Keep bank account. Same dip
20189008662,Client Recess,1 - Client lost
20189008658,Client Recess,1 - Client lost
20189008657,Client Recess,1 - Client lost
20189008655,Bank Recess,1 - Client lost
20189008648,Client Recess,1 - Client lost
20189008647,Client Recess,1 - Client lost
20189008646,Bank Recess,1 - Client lost
20189008645,Client Recess,2 - Keep bank account. Same dip
20189008643,Inheritance,
20189008641,Bank Recess,
20189008638,Bank Recess,1 - Client lost
20189008636,Client Recess,
20189008634,Client Recess,7 - Keep other relationships. Same dip
20189008633,Client Recess,1 - Client lost
20189008632,Client Recess,1 - Client lost
20189008627,Bank Recess,1 - Client lost
20189008625,Client Recess,2 - Keep bank account. Same dip
20189008623,Inheritance,
20189008624,Client Recess,7 - Keep other relationships. Same dip
20189008621,Client Recess,1 - Client lost
20189008614,Client Recess,8 - Keep other relationships. Different dip
20189008613,Client Recess,1 - Client lost
20189008612,Client Recess,1 - Client lost
20189008611,Client Recess,1 - Client lost
20189008610,Client Recess,1 - Client lost
20189008609,Client Recess,2 - Keep bank account. Same dip
20189008608,Client Recess,1 - Client lost
20189008606,Client Recess,1 - Client lost
20189008605,Client Recess,1 - Client lost
20189008604,Client Recess,7 - Keep other relationships. Same dip
20189008602,Client Recess,7 - Keep other relationships. Same dip
20189008599,Client Recess,
20189008594,Client Recess,1 - Client lost
20189008593,Inheritance,
20189008592,Client Recess,1 - Client lost
20189008590,Client Recess,
20189008586,Client Recess,1 - Client lost
20189008585,Bank Recess,1 - Client lost
20189008584,Client Recess,1 - Client lost
20189008583,Bank Recess,1 - Client lost
20189008582,Client Recess,1 - Client lost
20189008580,Client Recess,1 - Client lost
20189008579,Client Recess,1 - Client lost
20189008578,Client Recess,2 - Keep bank account. Same dip
20189008577,Client Recess,1 - Client lost
20189008576,Client Recess,1 - Client lost
20189008572,Client Recess,1 - Client lost
20189008571,Client Recess,1 - Client lost
20189008569,Client Recess,1 - Client lost
20189008567,Bank Recess,1 - Client lost
20189008560,Client Recess,4 - Open new bank account. Same dip
20189008559,Bank Recess,1 - Client lost
20189008558,Client Recess,1 - Client lost
20189008554,Client Recess,1 - Client lost
20189008550,Client Recess,1 - Client lost
20189008548,Bank Recess,1 - Client lost
20189008547,Client Recess,1 - Client lost
20189008544,Bank Recess,1 - Client lost
20189008542,Inheritance,
20189008541,Bank Recess,1 - Client lost
20189008539,Client Recess,2 - Keep bank account. Same dip
20189008537,Client Recess,1 - Client lost
20189008535,Client Recess,1 - Client lost
20189008531,Porting,
20189008528,Client Recess,2 - Keep bank account. Same dip
20189008527,Client Recess,1 - Client lost
20189008526,Client Recess,1 - Client lost
20189008524,Client Recess,1 - Client lost
20189008522,Porting,
20189008519,Client Recess,1 - Client lost
20189008517,Bank Recess,1 - Client lost
20189008516,Client Recess,1 - Client lost
20189008515,Porting,
20189008514,Client Recess,2 - Keep bank account. Same dip
20189008513,Bank Recess,1 - Client lost
20189008511,Client Recess,1 - Client lost
20189008510,Client Recess,2 - Keep bank account. Same dip
20189008507,Bank Recess,1 - Client lost
20189008504,Inheritance,
20189008503,Inheritance,
20189008502,Client Recess,1 - Client lost
20189008501,Bank Recess,1 - Client lost
20189008500,Client Recess,2 - Keep bank account. Same dip
20189008499,Client Recess,8 - Keep other relationships. Different dip
20189008498,Bank Recess,1 - Client lost
20189008497,Bank Recess,1 - Client lost
20189008496,Client Recess,2 - Keep bank account. Same dip
20189008494,Bank Recess,1 - Client lost
20189008491,Client Recess,7 - Keep other relationships. Same dip
20189008490,Client Recess,2 - Keep bank account. Same dip
20189008487,Client Recess,
20189008486,Client Recess,1 - Client lost
20189008485,Client Recess,1 - Client lost
20189008484,Client Recess,1 - Client lost
20189008481,Porting,
20189008479,Client Recess,1 - Client lost
20189008477,Client Recess,2 - Keep bank account. Same dip
20189008476,Bank Recess,1 - Client lost
20189008471,Porting,
20189008470,Porting,
20189008468,Client Recess,1 - Client lost
20189008467,Porting,
20189008465,Client Recess,2 - Keep bank account. Same dip
20189008463,Porting,
20189008462,Client Recess,1 - Client lost
20189008461,Client Recess,3 - Keep bank account. Different dip
20189008460,Client Recess,1 - Client lost
20189008459,Client Recess,1 - Client lost
20189008458,Client Recess,2 - Keep bank account. Same dip
20189008450,Client Recess,2 - Keep bank account. Same dip
20189008451,Porting,
20189008447,Client Recess,1 - Client lost
20189008445,Client Recess,2 - Keep bank account. Same dip
20189008443,Porting,
20189008441,Inheritance,
20189008438,Client Recess,1 - Client lost
20189008437,Client Recess,1 - Client lost
20189008434,Client Recess,1 - Client lost
20189008433,Bank Recess,1 - Client lost
20189008429,Client Recess,1 - Client lost
20189008428,Client Recess,4 - Open new bank account. Same dip
20189008427,Bank Recess,1 - Client lost
20189008425,Client Recess,1 - Client lost
20189008420,Client Recess,1 - Client lost
20189008418,Bank Recess,1 - Client lost
20189008416,Client Recess,1 - Client lost
20189008415,Bank Recess,
20189008414,Client Recess,1 - Client lost
20189008412,Client Recess,1 - Client lost
20189008411,Client Recess,1 - Client lost
20189008409,Client Recess,2 - Keep bank account. Same dip
20189008408,Client Recess,1 - Client lost
20189008407,Client Recess,2 - Keep bank account. Same dip
20189008404,Bank Recess,1 - Client lost
20189008403,Client Recess,1 - Client lost
20189008399,Client Recess,2 - Keep bank account. Same dip
20189008398,Client Recess,1 - Client lost
20189008397,Client Recess,1 - Client lost
20189008396,Client Recess,1 - Client lost
20189008394,Bank Recess,1 - Client lost
20189008393,Client Recess,1 - Client lost
20189008391,Client Recess,1 - Client lost
20189008387,Client Recess,3 - Keep bank account. Different dip
20189008386,Client Recess,2 - Keep bank account. Same dip
20189008383,Client Recess,1 - Client lost
20189008381,Client Recess,1 - Client lost
20189008380,Client Recess,2 - Keep bank account. Same dip
20189008378,Client Recess,7 - Keep other relationships. Same dip
20189008377,Bank Recess,1 - Client lost
20189008376,Client Recess,7 - Keep other relationships. Same dip
20189008374,Bank Recess,1 - Client lost
20189008372,Client Recess,1 - Client lost
20189008371,Client Recess,7 - Keep other relationships. Same dip
20189008369,Bank Recess,1 - Client lost
20189008365,Bank Recess,1 - Client lost
20189008364,Client Recess,1 - Client lost
20189008362,Bank Recess,1 - Client lost
20189008357,Bank Recess,1 - Client lost
20189008354,Client Recess,2 - Keep bank account. Same dip
20189008353,Bank Recess,1 - Client lost
20189008350,Client Recess,1 - Client lost
20189008351,Client Recess,2 - Keep bank account. Same dip
20189008348,Client Recess,
20189008346,Client Recess,1 - Client lost
20189008344,Client Recess,1 - Client lost
20189008343,Bank Recess,1 - Client lost
20189008341,Bank Recess,1 - Client lost
20189008340,Bank Recess,1 - Client lost
20189008338,Client Recess,2 - Keep bank account. Same dip
20189008337,Client Recess,2 - Keep bank account. Same dip
20189008335,Client Recess,1 - Client lost
20189008333,Client Recess,1 - Client lost
20189008330,Bank Recess,1 - Client lost
20189008329,Client Recess,1 - Client lost
20189008328,Client Recess,2 - Keep bank account. Same dip
20189008327,Client Recess,1 - Client lost
20189008326,Client Recess,1 - Client lost
20189008318,Client Recess,1 - Client lost
20189008325,Porting,
20189008324,Client Recess,1 - Client lost
20189008319,Bank Recess,1 - Client lost
20189008316,Client Recess,2 - Keep bank account. Same dip
20189008309,Client Recess,2 - Keep bank account. Same dip
20189008305,Client Recess,1 - Client lost
20189008304,Inheritance,
20189008303,Porting,
20189008302,Client Recess,1 - Client lost
20189008301,Client Recess,1 - Client lost
20189008300,Client Recess,2 - Keep bank account. Same dip
20189008290,Client Recess,2 - Keep bank account. Same dip
20189008289,Client Recess,1 - Client lost
20189008286,Client Recess,1 - Client lost
20189008284,Client Recess,1 - Client lost
20189008282,Porting,
20189008280,Client Recess,1 - Client lost
20189008279,Client Recess,1 - Client lost
20189008276,Bank Recess,1 - Client lost
20189008274,Porting,
20189008272,Client Recess,1 - Client lost
20189008271,Client Recess,2 - Keep bank account. Same dip
20189008269,Client Recess,1 - Client lost
20189008267,Client Recess,2 - Keep bank account. Same dip
20189008266,Client Recess,1 - Client lost
20189008265,Client Recess,1 - Client lost
20189008264,Client Recess,2 - Keep bank account. Same dip
20189008261,Client Recess,1 - Client lost
20189008259,Client Recess,1 - Client lost
20189008258,Client Recess,1 - Client lost
20189008257,Client Recess,2 - Keep bank account. Same dip
20189008252,Client Recess,1 - Client lost
20189008247,Client Recess,1 - Client lost
20189008243,Client Recess,7 - Keep other relationships. Same dip
20189008241,Client Recess,1 - Client lost
20189008240,Bank Recess,1 - Client lost
20189008238,Porting,
20189008237,Bank Recess,1 - Client lost
20189008235,Bank Recess,1 - Client lost
20189008233,Client Recess,1 - Client lost
20189008232,Client Recess,7 - Keep other relationships. Same dip
20189008230,Client Recess,1 - Client lost
20189008221,Client Recess,1 - Client lost
20189008222,Client Recess,3 - Keep bank account. Different dip
20189008218,Client Recess,2 - Keep bank account. Same dip
20189008220,Client Recess,1 - Client lost
20189008216,Porting,
20189008212,Inheritance,
20189008211,Porting,
20189008207,Client Recess,2 - Keep bank account. Same dip
20189008206,Client Recess,1 - Client lost
20189008205,Bank Recess,1 - Client lost
20189008204,Porting,
20189008202,Client Recess,7 - Keep other relationships. Same dip
20189008201,Porting,
20189008193,Bank Recess,1 - Client lost
20189008192,Client Recess,2 - Keep bank account. Same dip
20189008190,Inheritance,
20189008188,Client Recess,1 - Client lost
20189008186,Client Recess,2 - Keep bank account. Same dip
20189008184,Client Recess,1 - Client lost
20189008178,Porting,
20189008176,Client Recess,1 - Client lost
20189008175,Client Recess,2 - Keep bank account. Same dip
20189008174,Inheritance,
20189008173,Client Recess,1 - Client lost
20189008172,Client Recess,7 - Keep other relationships. Same dip
20189008171,Client Recess,1 - Client lost
20189008170,Client Recess,1 - Client lost
20189008169,Bank Recess,1 - Client lost
20189008168,Client Recess,1 - Client lost
20189008165,Inheritance,
20189008163,Client Recess,7 - Keep other relationships. Same dip
20189008155,Client Recess,1 - Client lost
20189008154,Porting,
20189008150,Client Recess,1 - Client lost
20189008147,Client Recess,1 - Client lost
20189008148,Client Recess,2 - Keep bank account. Same dip
20189008142,Client Recess,2 - Keep bank account. Same dip
20189008139,Bank Recess,1 - Client lost
20189008136,Bank Recess,1 - Client lost
20189008135,Client Recess,1 - Client lost
20189008133,Porting,
20189008129,Client Recess,1 - Client lost
20189008128,Client Recess,1 - Client lost
20189008126,Client Recess,2 - Keep bank account. Same dip
20189008113,Inheritance,
20189008111,Client Recess,2 - Keep bank account. Same dip
20189008109,Client Recess,1 - Client lost
20189008107,Client Recess,7 - Keep other relationships. Same dip
20189008103,Client Recess,1 - Client lost
20189008104,Porting,
20189008105,Bank Recess,1 - Client lost
20189008099,Inheritance,
20189008090,Client Recess,2 - Keep bank account. Same dip
20189008092,Client Recess,2 - Keep bank account. Same dip
20189008088,Client Recess,7 - Keep other relationships. Same dip
20189008083,Porting,
20189008082,Bank Recess,
20189008080,Client Recess,1 - Client lost
20189008079,Client Recess,1 - Client lost
20189008077,Client Recess,1 - Client lost
20189008074,Client Recess,2 - Keep bank account. Same dip
20189008073,Client Recess,1 - Client lost
20189008072,Bank Recess,
20189008070,Client Recess,2 - Keep bank account. Same dip
20189008069,Bank Recess,
20189008068,Client Recess,1 - Client lost
20189008066,Client Recess,1 - Client lost
20189008065,Client Recess,1 - Client lost
20189008062,Bank Recess,1 - Client lost
20189008060,Client Recess,2 - Keep bank account. Same dip
20189008059,Client Recess,1 - Client lost
20189008057,Bank Recess,1 - Client lost
20189008056,Bank Recess,1 - Client lost
20189008054,Porting,
20189008052,Client Recess,2 - Keep bank account. Same dip
20189008047,Client Recess,1 - Client lost
20189008045,Bank Recess,1 - Client lost
20189008044,Client Recess,1 - Client lost
20189008043,Client Recess,1 - Client lost
20189008042,Client Recess,1 - Client lost
20189008039,Client Recess,1 - Client lost
20189008036,Client Recess,1 - Client lost
20189008035,Client Recess,1 - Client lost
20189008034,Client Recess,2 - Keep bank account. Same dip
20189008033,Client Recess,2 - Keep bank account. Same dip
20189008032,Client Recess,1 - Client lost
20189008030,Client Recess,1 - Client lost
20189008028,Bank Recess,1 - Client lost
20189008025,Client Recess,1 - Client lost
20189008022,Client Recess,
20189008019,Inheritance,
20189008016,Client Recess,1 - Client lost
20189008014,Client Recess,1 - Client lost
20189008013,Client Recess,3 - Keep bank account. Different dip
20189008008,Bank Recess,1 - Client lost
20189008005,Bank Recess,1 - Client lost
20189008000,Client Recess,4 - Open new bank account. Same dip
20189007999,Client Recess,1 - Client lost
20189007998,Client Recess,2 - Keep bank account. Same dip
20189007996,Client Recess,1 - Client lost
20189007986,Inheritance,
20189007984,Client Recess,2 - Keep bank account. Same dip
20189007982,Bank Recess,1 - Client lost
20189007979,Porting,
20189007978,Inheritance,
20189007974,Client Recess,1 - Client lost
20189007971,Bank Recess,1 - Client lost
20189007967,Inheritance,
20189007959,Porting,
20189007958,Client Recess,1 - Client lost
20189007955,Bank Recess,1 - Client lost
20189007953,Client Recess,1 - Client lost
20189007952,Inheritance,
20189007948,Client Recess,1 - Client lost
20189007950,Porting,
20189007945,Client Recess,4 - Open new bank account. Same dip
20189007947,Porting,
20189007944,Bank Recess,
20189007943,Client Recess,4 - Open new bank account. Same dip
20189007942,Bank Recess,1 - Client lost
20189007941,Bank Recess,
20189007940,Client Recess,1 - Client lost
20189007938,Client Recess,1 - Client lost
20189007937,Bank Recess,1 - Client lost
20189007935,Porting,
20189007934,Client Recess,1 - Client lost
20189007929,Client Recess,1 - Client lost
20189007925,Client Recess,
20189007923,Client Recess,2 - Keep bank account. Same dip
20189007922,Client Recess,2 - Keep bank account. Same dip
20189007921,Client Recess,
20189007920,Client Recess,1 - Client lost
20189007919,Client Recess,1 - Client lost
20189007918,Porting,
20189007917,Client Recess,2 - Keep bank account. Same dip
20189007914,Client Recess,2 - Keep bank account. Same dip
20189007912,Bank Recess,1 - Client lost
20189007911,Client Recess,2 - Keep bank account. Same dip
20189007910,Client Recess,1 - Client lost
20189007906,Client Recess,1 - Client lost
20189007905,Bank Recess,1 - Client lost
20189007904,Client Recess,2 - Keep bank account. Same dip
20189007903,Client Recess,2 - Keep bank account. Same dip
20189007902,Client Recess,1 - Client lost
20189007901,Client Recess,1 - Client lost
20189007900,Client Recess,2 - Keep bank account. Same dip
20189007899,Inheritance,
20189007898,Client Recess,7 - Keep other relationships. Same dip
20189007896,Client Recess,1 - Client lost
20189007891,Bank Recess,1 - Client lost
20189007890,Client Recess,1 - Client lost
20189007889,Client Recess,1 - Client lost
20189007888,Porting,
20189007887,Client Recess,7 - Keep other relationships. Same dip
20189007886,Client Recess,1 - Client lost
20189007885,Client Recess,1 - Client lost
20189007884,Client Recess,1 - Client lost
20189007882,Client Recess,1 - Client lost
20189007880,Client Recess,7 - Keep other relationships. Same dip
20189007879,Client Recess,4 - Open new bank account. Same dip
20189007878,Bank Recess,1 - Client lost
20189007877,Client Recess,2 - Keep bank account. Same dip
20189007875,Inheritance,
20189007873,Bank Recess,1 - Client lost
20189007874,Client Recess,1 - Client lost
20189007872,Client Recess,1 - Client lost
20189007871,Client Recess,2 - Keep bank account. Same dip
20189007866,Porting,
20189007870,Inheritance,
20189007868,Porting,
20189007869,Bank Recess,
20189007863,Client Recess,1 - Client lost
20189007862,Client Recess,1 - Client lost
20189007861,Client Recess,1 - Client lost
20189007860,Client Recess,1 - Client lost
20189007859,Porting,
20189007856,Porting,
20189007855,Bank Recess,1 - Client lost
20189007854,Client Recess,2 - Keep bank account. Same dip
20189007851,Porting,
20189007850,Client Recess,2 - Keep bank account. Same dip
20189007845,Client Recess,2 - Keep bank account. Same dip
20189007844,Client Recess,7 - Keep other relationships. Same dip
20189007843,Porting,
20189007841,Client Recess,1 - Client lost
20189007839,Client Recess,7 - Keep other relationships. Same dip
20189007838,Client Recess,2 - Keep bank account. Same dip
20189007837,Porting,
20189007834,Client Recess,1 - Client lost
20189007829,Client Recess,1 - Client lost
20189007828,Porting,
20189007827,Client Recess,1 - Client lost
20189007823,Client Recess,7 - Keep other relationships. Same dip
20189007821,Client Recess,2 - Keep bank account. Same dip
20189007820,Client Recess,2 - Keep bank account. Same dip
20189007815,Client Recess,
20189007814,Client Recess,2 - Keep bank account. Same dip
20189007813,Client Recess,1 - Client lost
20189007812,Inheritance,
20189007811,Client Recess,1 - Client lost
20189007809,Client Recess,5 - Open new bank account. Different dip
20189007808,Client Recess,1 - Client lost
20189007807,Bank Recess,1 - Client lost
20189007805,Client Recess,1 - Client lost
20189007800,Client Recess,1 - Client lost
20189007798,Client Recess,1 - Client lost
20189007794,Client Recess,1 - Client lost
20189007793,Client Recess,2 - Keep bank account. Same dip
20189007790,Bank Recess,1 - Client lost
20189007784,Bank Recess,1 - Client lost
20189007783,Porting,
20189007782,Client Recess,1 - Client lost
20189007778,Client Recess,1 - Client lost
20189007777,Porting,
20189007776,Client Recess,1 - Client lost
20189007773,Porting,
20189007771,Client Recess,2 - Keep bank account. Same dip
20189007772,Client Recess,1 - Client lost
20189007770,Client Recess,1 - Client lost
20189007767,Client Recess,2 - Keep bank account. Same dip
20189007765,Client Recess,1 - Client lost
20189007762,Client Recess,1 - Client lost
20189007758,Client Recess,2 - Keep bank account. Same dip
20189007755,Porting,
20189007754,Client Recess,1 - Client lost
20189007753,Client Recess,1 - Client lost
20189007751,Client Recess,1 - Client lost
20189007747,Client Recess,2 - Keep bank account. Same dip
20189007746,Porting,
20189007745,Porting,
20189007740,Bank Recess,1 - Client lost
20189007738,Client Recess,2 - Keep bank account. Same dip
20189007737,Bank Recess,1 - Client lost
20189007736,Bank Recess,
20189007735,Client Recess,1 - Client lost
20189007732,Bank Recess,
20189007731,Client Recess,2 - Keep bank account. Same dip
20189007730,Bank Recess,
20189007729,Client Recess,2 - Keep bank account. Same dip
20189007727,Bank Recess,
20189007725,Bank Recess,
20189007723,Porting,
20189007722,Client Recess,1 - Client lost
20189007721,Bank Recess,
20189007720,Client Recess,2 - Keep bank account. Same dip
20189007719,Client Recess,1 - Client lost
20189007716,Client Recess,2 - Keep bank account. Same dip
20189007715,Bank Recess,
20189007714,Porting,
20189007712,Bank Recess,
20189007711,Inheritance,
20189007707,Client Recess,1 - Client lost
20189007709,Client Recess,2 - Keep bank account. Same dip
20189007706,Bank Recess,
20189007701,Client Recess,1 - Client lost
20189007699,Client Recess,2 - Keep bank account. Same dip
20189007698,Bank Recess,1 - Client lost
20189007691,Porting,
20189007689,Client Recess,1 - Client lost
20189007688,Client Recess,1 - Client lost
20189007685,Client Recess,1 - Client lost
20189007684,Client Recess,2 - Keep bank account. Same dip
20189007677,Client Recess,1 - Client lost
20189007674,Bank Recess,
20189007673,Bank Recess,
20189007670,Porting,
20189007669,Bank Recess,
20189007667,Client Recess,2 - Keep bank account. Same dip
20189007666,Client Recess,1 - Client lost
20189007663,Client Recess,2 - Keep bank account. Same dip
20189007664,Porting,
20189007662,Client Recess,1 - Client lost
20189007661,Client Recess,1 - Client lost
20189007660,Client Recess,1 - Client lost
20189007658,Bank Recess,1 - Client lost
20189007657,Inheritance,
20189007656,Inheritance,
20189007654,Bank Recess,
20189007651,Inheritance,
20189007648,Client Recess,1 - Client lost
20189007647,Client Recess,1 - Client lost
20189007646,Inheritance,
20189007645,Inheritance,
20189007642,Client Recess,1 - Client lost
20189007643,Client Recess,1 - Client lost
20189007640,Client Recess,1 - Client lost
20189007635,Client Recess,1 - Client lost
20189007631,Client Recess,1 - Client lost
20189007628,Client Recess,4 - Open new bank account. Same dip
20189007629,Bank Recess,1 - Client lost
20189007627,Client Recess,2 - Keep bank account. Same dip
20189007624,Porting,
20189007622,Client Recess,1 - Client lost
20189007617,Inheritance,
20189007621,Client Recess,2 - Keep bank account. Same dip
20189007615,Bank Recess,1 - Client lost
20189007614,Client Recess,7 - Keep other relationships. Same dip
20189007613,Client Recess,1 - Client lost
20189007609,Bank Recess,1 - Client lost
20189007608,Client Recess,1 - Client lost
20189007606,Client Recess,1 - Client lost
20189007597,Client Recess,1 - Client lost
20189007595,Client Recess,1 - Client lost
20189007594,Client Recess,1 - Client lost
20189007592,Client Recess,1 - Client lost
20189007589,Client Recess,1 - Client lost
20189007591,Inheritance,
20189007584,Inheritance,
20189007582,Bank Recess,1 - Client lost
20189007579,Client Recess,1 - Client lost
20189007577,Client Recess,1 - Client lost
20189007576,Bank Recess,
20189007568,Client Recess,2 - Keep bank account. Same dip
20189007563,Client Recess,
20189007557,Client Recess,
20189007539,Client Recess,
20189007529,Client Recess,
20189007518,Bank Recess,1 - Client lost
20189007516,Bank Recess,1 - Client lost
20189007515,Client Recess,2 - Keep bank account. Same dip
20189007514,Client Recess,1 - Client lost
20189007511,Client Recess,1 - Client lost
20189007510,Bank Recess,1 - Client lost
20189007509,Bank Recess,1 - Client lost
20189007507,Bank Recess,1 - Client lost
20189007505,Bank Recess,1 - Client lost
20189007503,Client Recess,1 - Client lost
20189007502,Bank Recess,1 - Client lost
20189007501,Client Recess,3 - Keep bank account. Different dip
20189007499,Client Recess,1 - Client lost
20189007498,Client Recess,2 - Keep bank account. Same dip
20189007494,Client Recess,1 - Client lost
20189007493,Client Recess,7 - Keep other relationships. Same dip
20189007492,Client Recess,1 - Client lost
20189007490,Inheritance,
20189007488,Client Recess,1 - Client lost
20189007487,Client Recess,1 - Client lost
20189007485,Inheritance,
20189007482,Bank Recess,
20189007479,Bank Recess,
20189007478,Bank Recess,1 - Client lost
20189007475,Client Recess,1 - Client lost
20189007473,Client Recess,1 - Client lost
20189007470,Bank Recess,
20189007471,Client Recess,1 - Client lost
20189007469,Bank Recess,1 - Client lost
20189007464,Bank Recess,1 - Client lost
20189007462,Bank Recess,
20189007458,Bank Recess,1 - Client lost
20189007459,Client Recess,1 - Client lost
20189007457,Inheritance,
20189007455,Client Recess,
20189007454,Client Recess,1 - Client lost
20189007453,Bank Recess,
20189007451,Client Recess,7 - Keep other relationships. Same dip
20189007450,Client Recess,3 - Keep bank account. Different dip
20189007448,Bank Recess,
20189007444,Client Recess,1 - Client lost
20189007443,Bank Recess,1 - Client lost
20189007442,Client Recess,2 - Keep bank account. Same dip
20189007439,Client Recess,1 - Client lost
20189007437,Bank Recess,1 - Client lost
20189007436,Bank Recess,1 - Client lost
20189007431,Client Recess,2 - Keep bank account. Same dip
20189007430,Client Recess,2 - Keep bank account. Same dip
20189007428,Client Recess,1 - Client lost
20189007425,Client Recess,1 - Client lost
20189007424,Client Recess,2 - Keep bank account. Same dip
20189007422,Client Recess,1 - Client lost
20189007419,Client Recess,1 - Client lost
20189007418,Client Recess,1 - Client lost
20189007417,Client Recess,2 - Keep bank account. Same dip
20189007415,Client Recess,1 - Client lost
20189007413,Bank Recess,1 - Client lost
20189007412,Client Recess,1 - Client lost
20189007410,Client Recess,1 - Client lost
20189007409,Bank Recess,
20189007405,Client Recess,6 - Relationship changed
20189007404,Bank Recess,
20189007403,Bank Recess,
20189007402,Bank Recess,
20189007400,Bank Recess,
20189007399,Bank Recess,
20189007398,Bank Recess,
20189007397,Bank Recess,1 - Client lost
20189007396,Client Recess,2 - Keep bank account. Same dip
20189007395,Bank Recess,1 - Client lost
20189007393,Client Recess,1 - Client lost
20189007392,Client Recess,2 - Keep bank account. Same dip
20189007390,Bank Recess,1 - Client lost
20189007385,Bank Recess,
20189007384,Porting,
20189007383,Client Recess,2 - Keep bank account. Same dip
20189007382,Bank Recess,
20189007381,Client Recess,2 - Keep bank account. Same dip
20189007376,Bank Recess,1 - Client lost
20189007375,Bank Recess,
20189007373,Bank Recess,
20189007372,Client Recess,1 - Client lost
20189007371,Client Recess,1 - Client lost
20189007370,Bank Recess,
20189007368,Bank Recess,
20189007367,Client Recess,1 - Client lost
20189007363,Bank Recess,
20189007362,Client Recess,2 - Keep bank account. Same dip
20189007361,Bank Recess,
20189007360,Client Recess,1 - Client lost
20189007358,Bank Recess,
20189007357,Porting,
20189007351,Bank Recess,1 - Client lost
20189007348,Client Recess,2 - Keep bank account. Same dip
20189007347,Client Recess,3 - Keep bank account. Different dip
20189007344,Bank Recess,
20189007343,Bank Recess,
20189007341,Client Recess,
20189007342,Client Recess,1 - Client lost
20189007340,Bank Recess,1 - Client lost
20189007338,Client Recess,2 - Keep bank account. Same dip
20189007336,Bank Recess,1 - Client lost
20189007335,Client Recess,1 - Client lost
20189007333,Client Recess,
20189007331,Client Recess,2 - Keep bank account. Same dip
20189007330,Bank Recess,
20189007329,Bank Recess,1 - Client lost
20189007328,Client Recess,5 - Open new bank account. Different dip
20189007326,Client Recess,1 - Client lost
20189007323,Bank Recess,1 - Client lost
20189007321,Client Recess,1 - Client lost
20189007320,Bank Recess,1 - Client lost
20189007319,Client Recess,2 - Keep bank account. Same dip
20189007318,Client Recess,1 - Client lost
20189007317,Client Recess,2 - Keep bank account. Same dip
